nombre;marca;presentacion;precio;lugar;unidades;tipo;grupo;categoria_precio
Chocolate en Pasta sin Azúcar;Casa Real;125.0;2150;D1;g;Chocolate;Snacks y Golosinas;Bajo
Chocolate en Pasta sin Azúcar;Cruz;250.0;5500;D1;g;Chocolate;Snacks y Golosinas;Medio-Alto
Chocolate en Pasta sin Azúcar;Tesalia;125.0;2600;D1;g;Chocolate;Snacks y Golosinas;Bajo
Chocolate en Pasta sin Azúcar;De la Taza;125.0;2290;D1;g;Chocolate;Snacks y Golosinas;Bajo
Chocolate en Pasta sin Azúcar;De la Taza;250.0;3990;D1;g;Chocolate;Snacks y Golosinas;Medio
Chocolate en Pasta con Clavos y Canela;De la Taza;250.0;4190;D1;g;Chocolate;Snacks y Golosinas;Medio
Chocolate en Polvo sin Azúcar con Clavos y Canela;Casa Real;120.0;2450;D1;g;Chocolate;Snacks y Golosinas;Bajo
Chocolate en Polvo;Casa Real;230.0;3590;D1;g;Chocolate;Snacks y Golosinas;Bajo
Chocolate en Polvo con Sucralosa;Chocolyne;100.0;5390;D1;g;Chocolate;Snacks y Golosinas;Medio-Alto
Champaña;Codorniu;750.0;75500;Éxito;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Moët & Chandon;750.0;285200;Éxito;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Moët & Chandon;750.0;361100;Éxito;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Veuve Clicquot;750.0;308200;Éxito;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Veuve Clicquot;750.0;311600;Éxito;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Mumm;750.0;195900;Éxito;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Dom Pérignon;750.0;968700;Éxito;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Veuve Clicquot;750.0;319990;Jumbo;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Moët & Chandon;750.0;289990;Jumbo;ml;Champaña;Bebidas Alcohólicas;Alto
Champaña;Mumm;750.0;185990;Jumbo;ml;Champaña;Bebidas Alcohólicas;Alto
Vino Tinto Merlot;Frontera;2250.0;89800;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Carmenere;Santa Rita 120;750.0;56900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Chardonnay;Santa Rita 120;750.0;63200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Merlot;Santa Rita 120;750.0;62300;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon;Santa Rita 120;750.0;62900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado;Santa Rita 120;750.0;62500;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Santa Rita 120;750.0;63200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Shiraz Reserva;Norton;750.0;97100;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Rosado Pinot Noir;Cono Sur;750.0;24900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;Amaru;750.0;32093;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto de Cocina;Grajales;750.0;24900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco de Cocina;Alta Cocina;750.0;16800;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto de Cocina;Alta Cocina;750.0;15750;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco Chardonnay;Las Moras;750.0;40400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco;Isabella;750.0;19100;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco;Casillero Diablo;375.0;39500;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Casillero Diablo;750.0;69600;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Chardonnay;Gato Negro;750.0;39200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Carlo Rossi;750.0;26900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Indomita;750.0;57800;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Chardonnay;Gallo;750.0;29900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Marques de Casa Concha;750.0;129700;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Chardonnay Gran Reserva;Sibaris;750.0;101900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Chardonnay;Pueblo Sol;750.0;19900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco Chardonnay;Santa Helena;750.0;32050;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Santa Rita;750.0;30900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Undurraga;750.0;41900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay Varietal;Valdivieso;750.0;37900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Castillo de Molina;750.0;74200;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco;Santa Julia;750.0;34900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco;Segu Olle;1000.0;19200;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino de Consagrar;Grajales;750.0;20900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco;Rioja Bordón;750.0;49200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Espumoso Otro;Alteza;750.0;16200;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco;Undurraga;750.0;129900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Chardonnay Reserva;Aliwen;750.0;53900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon Reserva;Epica;750.0;60600;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Reserva;Casillero Diablo;750.0;86900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco;Marqués de Riscal;750.0;57900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon;Lazo;750.0;27900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;Navarro Correas;750.0;213400;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Sauvignon;Santa Rita 120;2250.0;115800;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Sauvignon Reserva;Aliwen;750.0;53900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon;Santa Helena;750.0;45900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon;Clos de Pirque;1000.0;23000;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco Sauvignon;Gato Negro;375.0;20200;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco Sauvignon;Lealtanza;750.0;39900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;La Huerta;750.0;24000;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco;Frontera;750.0;38050;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco;Secretos de Mendoza;750.0;29000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco;Michel Torino;750.0;43100;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Reserva;Michel Torino;750.0;49400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco;Amaru;750.0;47900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon;Undurraga;750.0;41900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;Pueblo Sol;750.0;19900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco;Torres;750.0;76900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco;Santiago Ruiz;750.0;209900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco;Rioja Bordón;750.0;43700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto de Cocina;Boone's;750.0;14900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto Cabernet Sauvignon;Santa Rita;750.0;30900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Frontera;750.0;43700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay;Morandé;750.0;41300;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Chardonnay Reserva;Trivento;750.0;75100;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco;Cousiño Macul;750.0;48000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Chardonnay;Cousiño Macul;750.0;48000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco de Cocina;Grajales;275.0;7900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto de Cocina;Grajales;275.0;8350;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Rosado;Peñascal;750.0;40900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino de Consagrar;Juan Pablo II;750.0;19400;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto de Cocina;Sanson;750.0;19800;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco Espumoso Semi Seco;Baron de Rothberg;750.0;21150;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco Espumoso Brut;Andre;750.0;34900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Espumoso Brut Nature;Trivento;750.0;49900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado Espumoso Brut;Navarro Correas;750.0;72200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado Espumoso Brut;Undurraga;750.0;95900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Espumoso Brut;Pierlant;750.0;37900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Espumoso Brut;Codorniu;750.0;75900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Espumoso Otro;Concha y Toro;750.0;55900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Espumoso Brut;Columbia Crest;750.0;49900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Espumoso Brut;Santa Julia;750.0;49900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Espumoso Brut;Norton;750.0;80400;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Espumoso Brut Nature;Navarro Correas;750.0;67900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Espumoso Extra Brut;Chandon;750.0;74600;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Espumoso Brut;Chandon;750.0;78700;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Espumoso Otro;Fresita;350.0;20350;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Espumoso Otro;Fresita;750.0;42600;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Espumoso Semi Seco;J.P. Chenet;750.0;61100;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Espumoso Otro;Terra Serena;750.0;42900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Espumoso Brut;Mionetto;200.0;17800;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco Espumoso Brut;Mionetto;750.0;59800;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado Espumoso Otro;Chandon;750.0;83400;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Rosado Espumoso Otro;J.P. Chenet;750.0;57400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Espumoso Semi Seco;Codorniu;750.0;72900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Espumoso Semi Seco;J.P. Chenet;750.0;47200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado Espumoso Otro;J.P. Chenet;200.0;28200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Espumoso Otro;J.P. Chenet;750.0;46400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto de Cocina;Estoril;750.0;23700;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Espumoso Extra Brut;Santa Julia;750.0;49900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Frontera;1500.0;57600;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Gato Negro;750.0;47000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco de Cocina;Gourmet;750.0;15900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco;Tio Pepe;750.0;99300;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Merlot;Santa Rita;750.0;30900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto de Cocina;Grajales;750.0;14900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Blanco de Cocina;Barefoot;750.0;38950;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Merlot Reserva;Santa Julia;750.0;49900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Shiraz Reserva;Santa Julia;750.0;49900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado;Baron de Rothberg;750.0;25200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Cabernet Sauvignon;La Huerta;750.0;28500;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado;J.P. Chenet;750.0;46800;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado Malbec;Michel Torino;750.0;39900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado;Calvet;750.0;39100;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Espumoso Otro;Alteza;750.0;16200;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Rosado;J.P. Chenet;250.0;21500;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Rosado;Cousiño Macul;750.0;51000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado;Los Vascos;750.0;56400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado Reserva Malbec;La Consulta;750.0;65500;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Rosado Malbec;Balbo;750.0;35150;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Merlot;Maipo;750.0;35200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Merlot;Frontera;750.0;43400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Shiraz;Santa Julia;750.0;34900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado;Segu Olle;1000.0;19300;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Rosado;Undurraga;750.0;41900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Merlot;Sutter Home;750.0;42900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Varietal Cabernet Sauvignon;Santa Helena;750.0;25900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Rosado Malbec;Michel Torino;375.0;23100;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Rosado;Sutter Home;748.0;46050;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Carmenere;Santa Rita;750.0;43850;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;35 Sur;750.0;43000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;Frontera;750.0;44900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon Varietal;Santa Helena;750.0;25900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;Gato Negro;750.0;39200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;Casillero Diablo;750.0;72900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Blanco Sauvignon;Castillo de Molina;750.0;64300;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Blanco Sauvignon;Vicente Gandía;750.0;24750;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Blanco Sauvignon;Santa Rita;750.0;40750;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Shiraz;Columbia Crest;750.0;34900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Shiraz;Las Moras;750.0;40400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Merlot Reserva;35 Sur;750.0;46700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto;Santa Helena;1000.0;19550;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto;Las Moras;750.0;40400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Malbec;Las Moras;750.0;40400;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon Reserva;Cousiño Macul;750.0;69300;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Castillo de Molina;750.0;72000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Casillero Diablo;375.0;39300;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;Louis Martini;750.0;139900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Malbec Reserva;Trivento;750.0;68700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Merlot Cabernet Sauvignon;Gato Negro;750.0;39200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;Santa Rita 120;748.0;68300;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon Gran Reserva;Sibaris;750.0;101900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Cabernet Sauvignon Reserva;Salentein;750.0;124900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Cabernet Sauvignon Reserva;Santa Rita 120;375.0;34100;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon Varietal;Santa Helena;750.0;26200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;35 Sur;750.0;42600;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;Las Moras;750.0;82400;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Cabernet Sauvignon Gran Reserva;Santa Carolina;750.0;103700;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Cabernet Sauvignon;Yellow Tail;750.0;40200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;Montes Alpha;750.0;96700;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Cabernet Sauvignon;Lazo;750.0;27900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon Reserva;Castillo de Molina;375.0;35000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon Reserva;Santa Carolina;750.0;56800;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon Reserva;Trivento;750.0;68700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Trapiche;750.0;56900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Santa Helena;750.0;68900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Trapiche;750.0;41700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;Clos de Pirque;1000.0;23000;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto Cabernet Sauvignon;La Huerta;750.0;32900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;La Huerta;750.0;83900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Cabernet Sauvignon;Epica;750.0;59600;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Santa Helena;750.0;45900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Norton;750.0;43900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Shiraz;J.P. Chenet;750.0;42300;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Cabernet Sauvignon;Carlo Rossi;750.0;34900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Carmenere;35 Sur;750.0;46850;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Carmenere;Nuevo Mundo;750.0;48000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Cabernet Sauvignon;Maipo;750.0;33000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Carmenere;Casillero Diablo;750.0;72900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Carmenere;Frontera;750.0;38000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Carmenere;Gato Negro;750.0;39200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Carmenere Reserva;Castillo de Molina;750.0;68900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Carmenere Reserva;Sibaris;750.0;101900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Carmenere Reserva;Morandé;750.0;70900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Carmenere;Santa Helena;750.0;70800;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Carmenere;Santa Rita;750.0;87600;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Carmenere;Marques de Casa Concha;750.0;140200;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Carmenere Varietal;Marques de Casa Concha;750.0;25900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Shiraz;Castillo de Liria;750.0;23900;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto;Manischewitz;750.0;52700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Chianti Reserva;Piccini;750.0;42813;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto;Segu Olle;1000.0;19200;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto Cabernet Sauvignon;Don Melchor;750.0;553100;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Cabernet Sauvignon;Gato Negro;1500.0;57200;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Rioja Crianza;Beronia;750.0;60900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Rioja Crianza;Marqués de Cáceres;750.0;88900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Rioja Crianza;Rioja Bordón;750.0;66900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Crianza;Enate;750.0;71000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Crianza;Marqués de Riscal;750.0;76000;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Gran Reserva;Sibaris;750.0;61573;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto de Cocina;Gourmet;750.0;18150;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto de Verano;Cariñoso;750.0;19500;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto;Vicente Gandía;750.0;46650;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto de Cocina;Termidor;1000.0;14500;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto Cabernet Sauvignon;Gato Negro;375.0;20200;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto Malbec Reserva;Trivento;750.0;125900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Gran Reserva;Lealtanza;750.0;109900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Reserva;Torres;750.0;76900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Gran Reserva;Los Vascos;750.0;92900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto;Isabella;750.0;20550;Éxito;ml;Vino;Bebidas Alcohólicas;Bajo
Vino Tinto Cabernet Sauvignon;Barlovento;750.0;27000;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Malbec;Las Moras;750.0;86900;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Malbec;Santa Julia;750.0;30900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Malbec;Trapiche;750.0;72100;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Malbec;Callia;750.0;44100;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Malbec;Catena;750.0;115400;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Malbec;Michel Torino;750.0;43800;Éxito;ml;Vino;Bebidas Alcohólicas;Medio
Vino Tinto Malbec;Navarro Correas;750.0;78400;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
Vino Tinto Malbec;Santa Julia;750.0;65900;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Malbec Reserva;Trivento;750.0;68700;Éxito;ml;Vino;Bebidas Alcohólicas;Medio-Alto
Vino Tinto Malbec Reserva;Norton;750.0;94000;Éxito;ml;Vino;Bebidas Alcohólicas;Alto
