,nombre,marca,presentacion,precio,lugar
11341,Mezcla para Pudín con Sabor a Vainilla,Gel'hada, 85 g,2 190 $,Jumbo
11342,Cortacutículas,Merheje, 1 unidad,20 990 $,Jumbo
11343,Lima para Uñas,Zafhir's, 1 unidad,2 290 $,Jumbo
11344,Lima para Uñas,Zafhir's, 2 unidades,3 390 $,Jumbo
11345,Paño Absorbente Semidesechable,Eterna, 4 unidades,6 190 $,Jumbo
11346,Tónico Facial,Pond's, 200 ml,28 990 $,Jumbo
11347,Jabón Antiacné,Asepxia, 100 g,8 390 $,Jumbo
11348,Jabón Antiacné,Asepxia, 100 g,8 790 $,Jumbo
11349,Jabón Antiacné,Asepxia, 100 g,8 790 $,Jumbo
11350,Bronceador,Tanga, 250 ml,30 990 $,Jumbo
11351,Queso Relleno con Bocadillo,Del Vecchio, 210 g,8 990 $,Jumbo
11352,Tónico Facial,L'Oréal, 200 ml,28 990 $,Jumbo
11353,Ambientador en Gel,Bonaire, 30 g,2 390 $,Jumbo
11354,Queso para Fondue,Alpina, 450 g,37 990 $,Jumbo
11355,Queso para Fondue,Président, 450 g,42 990 $,Jumbo
11356,Queso para Fondue,Alpina, 450 g,34 990 $,Jumbo
11357,Loción de Acetato de Aluminio,Genfar, 120 ml,6 650 $,Jumbo
11358,Control del Reflujo,Reckitt Benckiser, 120 ml,19 990 $,Jumbo
11359,Control del Reflujo,Reckitt Benckiser, 120 ml,20 590 $,Jumbo
11360,Pulpa de Tamarindo,del Éxito, 250 g,5 290 $,Jumbo
11361,Pulpa de Tamarindo,del Éxito, 250 g,6 300 $,Jumbo
11362,Cloruro de Cetilpiridinio,Tecnoquímicas, 17 mg,13 590 $,Jumbo
11363,Cloruro de Cetilpiridinio,Tecnoquímicas, 17 mg,13 590 $,Jumbo
11364,Cloruro de Cetilpiridinio,Tecnoquímicas, 17 mg,13 590 $,Jumbo
11365,Ambientador de Toque con Aroma a Canela y Manzana,Glade, 27 g,17 590 $,Jumbo
11366,Aclarante (g),Pond's, 100 g,25 990 $,Jumbo
11367,Aclarante (g),Pond's, 100 g,25 990 $,Jumbo
11368,Aclarante (g),Pond's, 50 g,14 990 $,Jumbo
11369,Aclarante (g),Pond's, 50 g,14 990 $,Jumbo
11370,Pulpa de Tamarindo,Canoa, 230 g,3 800 $,Jumbo
11371,Queso para Fondue,Alpina, 400 g,28 990 $,Jumbo
11372,Loción de Acetato de Aluminio,Acid Ness, 120 ml,29 990 $,Jumbo
11373,Pasta para la Tasa del Sanitario,Pato, 42 g,7 790 $,Jumbo
11374,Autobronceador,Nude Bronze, 120 ml,35 990 $,Jumbo
11375,Loción de Acetato de Aluminio,Bayer, 400 ml,37 990 $,Jumbo
11376,Loción de Acetato de Aluminio,Bayer, 120 ml,17 990 $,Jumbo
11377,Exfoliante (g),Neutrogena, 100 g,27 990 $,Jumbo
11378,Repuesto de Insecticida Eléctrico,Raid, 12 unidades,9 190 $,Jumbo
11379,Repuesto de Insecticida Eléctrico,Raid, 24 unidades,14 990 $,Jumbo
11380,Papilla,Alpina, 125 g,2 250 $,Jumbo
11381,Papilla,Alpina, 125 g,2 590 $,Jumbo
11382,Colada con Sabor a Vainilla,Maizena, 30 g,1 150 $,Jumbo
11383,Colada con Sabor a Fresa,Maizena, 30 g,1 090 $,Jumbo
11384,Gel Modelador de Abdomen,Figubelle, 300 g,46 990 $,Jumbo
11385,Laca para Peinar Suave,Kleer Lac, 240 ml,7 790 $,Jumbo
11386,Laca para Peinar Fuerte,Kleer Lac, 240 ml,7 790 $,Jumbo
11387,Dulce de Brevas,La Coruña, 600 g,6 990 $,Jumbo
11388,Cinta para la Tasa del Sanitario,Pato, 3 unidades,5 790 $,Jumbo
11389,Cinta para la Tasa del Sanitario,Pato, 3 unidades,5 790 $,Jumbo
11390,Naproxeno,Tecnoquímicas,1 500 mg,8 990 $,Jumbo
11391,Naproxeno,Tecnoquímicas,1 500 mg,10 990 $,Jumbo
11392,Pasta en Corbatas,Pastas La Muñeca, 250 g,1 550 $,Jumbo
11393,Adhesivo Dental,Corega, 40 g,33 990 $,Jumbo
11394,Crema para el Contorno de los Ojos (g),Neutrogena, 15 g,32 990 $,Jumbo
11395,Gel Modelador de Abdomen,Figubelle, 150 g,34 990 $,Jumbo
11396,Gel Modelador de Abdomen,Figubelle, 150 g,36 990 $,Jumbo
11397,Almendras Recubiertas con Dulce sin Azúcar,Italo, 50 g,4 890 $,Jumbo
11398,Almendras Recubiertas con Dulce,Italo, 135 g,6 190 $,Jumbo
11399,"Café, Crema y Azúcar Dietético",Colcafé, 280 g,10 390 $,Jumbo
11400,"Café, Crema y Azúcar",Colcafé, 380 g,9 790 $,Jumbo
11401,Orzo,Barilla, 500 g,6 990 $,Jumbo
11402,Calamar en Lata,Vigilante, 115 g,6 790 $,Jumbo
11403,Bases para Pizza,Bimbo, 300 g,6 790 $,Jumbo
11404,Salsa de Ciruelas Pasas,La Constancia, 200 g,5 190 $,Jumbo
11405,Cebada,Del Cultivo, 500 g,2 050 $,Jumbo
11406,Guiso,El Rey, 100 g,1 890 $,Jumbo
11407,Aromática Fría,Tosh, 22 g,8 990 $,Jumbo
11408,Cera para Peinar,Ego, 65 ml,3 590 $,Jumbo
11409,Antiséptico y Desinfectante,JGB, 120 ml,3 200 $,Jumbo
11410,Pomo Facial,Zafhir's, 2 unidades,2 790 $,Jumbo
11411,Pasta de Maíz,El Dorado, 250 g,5 190 $,Jumbo
11412,Cera para Peinar,Ego, 160 ml,7 990 $,Jumbo
11413,Ácido Acetilsalicílico,Bayer,2 800 mg,13 590 $,Jumbo
11414,Limpia Lavadoras,Dr. Beckmann, 250 ml,13 990 $,Jumbo
11415,Antiimperfecciones (g),Cicatricure, 60 g,57 990 $,Jumbo
11416,Amaretto,Convier, 750 ml,51 990 $,Jumbo
11417,Maní con Arándanos Deshidratados,Manitoba, 200 g,6 790 $,Jumbo
11418,Descongestionante Mentolado,Vick, 50 g,12 990 $,Jumbo
11419,Descongestionante Mentolado,Tecnoquímicas, 50 g,10 590 $,Jumbo
11420,Aclarador Capilar en Polvo,Sol eclair, 13 g,7 790 $,Jumbo
11421,Antiimperfecciones,Bio-Oil, 125 ml,36 990 $,Jumbo
11422,Saborizante Instantáneo de Fresa para Leche,Nesquik, 200 g,3 790 $,Jumbo
11423,Saborizante Instantáneo de Vainilla para Leche,Nesquik, 200 g,3 890 $,Jumbo
11424,"Café, Leche y Azúcar",Nescafé, 900 g,16 194 $,Jumbo
11425,"Café, Leche y Azúcar",Nescafé, 450 g,7 794 $,Jumbo
11426,Canelones,Barilla, 250 g,9 990 $,Jumbo
11427,Pasta en Letras,Doria, 250 g,1 750 $,Jumbo
11428,Pasta en Letras,Pastas La Muñeca, 250 g,1 550 $,Jumbo
11429,Arvejas Congeladas,McCain, 500 g,8 242 $,Jumbo
11430,Base para Salsa Carbonara,Knorr, 42 g,2 690 $,Jumbo
11431,Base para Salsa Carbonara,Maggi, 50 g,1 794 $,Jumbo
11432,Aceite de Citronela,Cofarma, 250 ml,12 390 $,Jumbo
11433,Cebada,Del Cultivo, 500 g,2 190 $,Jumbo
11434,Agua Carbonatada Tónica,Canada Dry, 300 ml,1 950 $,Jumbo
11435,Aclarador Capilar en Polvo,Wella, 20 g,4 590 $,Jumbo
11436,Filete de Atún,Vitamar, 0.45 kg,36 990 $,Jumbo
11437,Antiimperfecciones,Bio-Oil, 60 ml,21 990 $,Jumbo
11438,Arepas de Mote,Sary, 450 g,3 490 $,Jumbo
11439,Sopa Minestrone Preparada,Campbell's, 305 g,9 790 $,Jumbo
11440,Champú para Perros,CanAmor, 230 ml,20 990 $,Jumbo
11441,Bebida Láctea con Galleta Negra Triturada,Bon Yurt, 173 g,2 790 $,Jumbo
11442,Betún Impermeabilizante,Búfalo, 50 g,7 390 $,Jumbo
11443,Insecticida Eléctrico,Raid, 4 noches,15 590 $,Jumbo
11444,Repuesto de Insecticida Eléctrico Líquido,Raid, 45 noches,16 990 $,Jumbo
11445,Banda Depilatoria Facial para Piel Normal,Veet, 20 unidades,17 590 $,Jumbo
11446,Expectorante,Genomma Lab, 150 ml,16 590 $,Jumbo
11447,Brevas Rellenas con Manjar Blanco,Dulces del Valle, 300 g,11 590 $,Jumbo
11448,Cepillo para Uñas,Zafhir's, 1 unidad,5 190 $,Jumbo
11449,Bifonazol,Genomma Lab,0.2 g,18 590 $,Jumbo
11450,Agua Oxigenada,JGB, 120 ml,3 490 $,Jumbo
11451,Antipulgas para Perros Líquido,CanAmor, 230 ml,18 990 $,Jumbo
11452,Calcio,Tecnoquímicas,15 000 mg,33 990 $,Jumbo
11453,Crema Aislante de Humedad,Tena, 100 ml,20 990 $,Jumbo
11454,Brillo para Calzado,Búfalo, 1 unidad,3 690 $,Jumbo
11455,Omeprazol,Genomma Lab, 140 mg,12 590 $,Jumbo
11456,Hidróxido de Magnesio,Tecnoquímicas, 120 ml,4 090 $,Jumbo
11457,Repuesto de Cepillo de Dientes Eléctrico,Oral-B, 2 unidades,34 990 $,Jumbo
11458,Repelente de Insectos en Crema,Autan, 200 g,11 990 $,Jumbo
11459,Helado en Cucurucho,Crem Helado, 88 g,3 290 $,Jumbo
11460,Tamal en Lata,Ronda, 360 g,7 990 $,Jumbo
11461,Almidón de Yuca,Maizena, 300 g,8 590 $,Jumbo
11462,Endulzante de Fructosa,del Éxito, 450 g,16 990 $,Jumbo
11463,Salsa Búfalo,Amazon, 355 g,5 992 $,Jumbo
11464,Base para Salsa de Champiñones,Knorr, 33 g,2 690 $,Jumbo
11465,Base para Gulash,Maggi, 45 g,1 794 $,Jumbo
11466,Tratamiento contra Cicatrices,Genomma Lab, 60 g,53 990 $,Jumbo
11467,Palmitos de Mar,Antillana, 454 g,11 600 $,Jumbo
11468,Recolector de Color y Suciedad,Dr. Beckmann, 20 unidades,11 990 $,Jumbo
11469,Anillos de Cebolla Apanados Congelados,McCain, 403 g,12 990 $,Jumbo
11470,Leche Larga Vida Semidescremada Deslactosada,Latti, 900 ml,3 690 $,D1
11471,Leche Larga Vida Entera,Latti, 900 ml,3 550 $,D1
11472,Leche Pasteurizada Entera,Latti,1 000 ml,3 490 $,D1
11473,Leche Pasteurizada Semidescremada,Latti,1 000 ml,1 650 $,D1
11474,Leche Larga Vida Descremada Deslactosada,Latti, 900 ml,3 990 $,D1
11475,Crema de Leche,Latti, 200 g,1 190 $,D1
11476,Tortillas para Fajitas,Crachos, 360 g,4 390 $,D1
11477,Tortillas Integrales,Natri, 250 g,3 690 $,D1
11478,Tortillas para Burritos,Crachos, 580 g,6 190 $,D1
11479,Aceite Vegetal,Gota de Oro,1 000 ml,9 590 $,D1
11480,Aceite de Girasol,Don Olio,1 000 ml,5 800 $,D1
11481,Aceite de Oliva Extra Virgen,Castell de Ferro, 500 ml,16 990 $,D1
11482,Aceite de Canola,Don Olio,1 000 ml,14 850 $,D1
11483,Aceite de Canola,Don Olio,2 000 ml,12 990 $,D1
11484,Aceite de Girasol,Gota de Oro,2 000 ml,12 490 $,D1
11485,Aceite de Girasol,Don Olio,2 000 ml,11 500 $,D1
11486,Aceite Vegetal,Gota de Oro,3 000 ml,14 490 $,D1
11487,Aceite de Girasol,Gota de Oro,1 000 ml,9 390 $,D1
11488,Azúcar Blanca,Riopaila,1 000 g,4 890 $,D1
11489,Azúcar Morena,Riopaila,1 000 g,2 800 $,D1
11490,Tocinetas para Sanduche,Viandé, 200 g,5 750 $,D1
11491,Tocinetas,de D1, 200 g,4 550 $,D1
11492,Tocinetas,Viandé, 150 g,4 990 $,D1
11493,Papas a la Francesa Congeladas,Toastatas, 500 g, 991 $,D1
11494,Papas a la Francesa Congeladas,Mydibel, 500 g,3 250 $,D1
11495,Arroz Blanco de Muy Alta Calidad,El Estío,1 000 g,4 790 $,D1
11496,Margarina de Mesa y Cocina,Don Olio, 125 g,1 250 $,D1
11497,Arroz Blanco de Alta Calidad,El Estío, 500 g,1 890 $,D1
11498,Arroz Blanco de Media Calidad,El Estío, 454 g,1 690 $,D1
11499,Mantequilla sin Sal,Alpina, 125 g,3 600 $,D1
11500,Mantequilla sin Sal,Alpina, 250 g,11 690 $,D1
11501,Margarina de Canola,Don Olio, 250 g,4 190 $,D1
11502,Mantequilla con Sal,Alpina, 125 g,3 600 $,D1
11503,Arroz Blanco,Diana,1 000 g,3 650 $,D1
11504,Margarina de Soya,Don Olio, 500 g,6 790 $,D1
11505,Arroz Blanco de Muy Alta Calidad,El Estío,2 500 g,11 390 $,D1
11506,Mantequilla con Sal,Alpina, 250 g,11 690 $,D1
11507,Margarina de Mesa y Cocina,Don Olio, 250 g,4 290 $,D1
11508,Margarina de Mesa y Cocina,Rama, 250 g,4 690 $,D1
11509,Mantequilla Liviana,Don Olio, 250 g,4 790 $,D1
11510,Huevos A Rojos,Sol Naciente, 30 unidades,14 000 $,D1
11511,Huevos AA Rojos,Sol Naciente, 12 unidades,3 990 $,D1
11512,Detergente en Polvo con Oxígeno Activo,Bonaropa,3 000 g,17 550 $,D1
11513,Detergente en Polvo con Bicarbonato,Bonaropa,2 800 g,10 200 $,D1
11514,Detergente en Polvo con Aroma Floral,Bonaropa,1 000 g,3 990 $,D1
11515,Pan Blanco Caimán,Horneaditos, 500 g,3 950 $,D1
11516,Pan Blanco para Perro,Horneaditos, 370 g,3 490 $,D1
11517,Pan Blanco Tajado,Horneaditos, 450 g,3 290 $,D1
11518,Panecillo Blanco,Horneaditos, 440 g,3 290 $,D1
11519,Pan Blanco para Hamburguesa,Horneaditos, 320 g,2 490 $,D1
11520,Queso Crema,Latti, 200 g,3 100 $,D1
11521,Papel Higiénico Doble Hoja,Rendy, 480 m,8 990 $,D1
11522,Papel Higiénico Triple Hoja,Rendy, 480 m,14 990 $,D1
11523,Papel Higiénico Triple Hoja Suave,Rendy, 480 m,19 450 $,D1
11524,Atún en Lomitos en Agua,Carlo Forte, 170 g,4 990 $,D1
11525,Atún en Lomitos con Vegetales,Carlo Forte, 160 g,5 490 $,D1
11526,Atún en Lomitos en Aceite,Carlo Forte, 170 g,4 990 $,D1
11527,Atún en Lomitos en Aceite de Oliva,Carlo Forte, 160 g,6 890 $,D1
11528,Atún Rallado en Aceite,El Navío, 170 g,3 190 $,D1
11529,Espaguetis,Capríssima, 250 g,1 350 $,D1
11530,Espaguetis,Deliziare, 500 g,2 250 $,D1
11531,Queso en Lonchas,Borden, 272 g,4 450 $,D1
11532,Salsa de Tomate,Zev, 500 g,3 890 $,D1
11533,Pechuga de Pollo Marinada,Brasset, 1.1 kg,14 950 $,D1
11534,Pechuga de Pollo,Brasset, 0.5 kg,5 000 $,D1
11535,Pechuga de Pollo Apanada,Calypso, 0.36 kg,6 790 $,D1
11536,Pechuga de Pollo,Trader Foods, 0.5 kg,5 000 $,D1
11537,Pechuga de Pollo,Bucanero, 1.1 kg,9 750 $,D1
11538,Salsa de Tomate,Fruco, 700 g,7 892 $,D1
11539,Sal Común,Refisal, 500 g, 500 $,D1
11540,Sal Común,Refisal,1 000 g,1 790 $,D1
11541,Harina de Trigo,Paspán, 500 g,1 250 $,D1
11542,Harina de Trigo,Quicksy, 500 g,1 050 $,D1
11543,Detergente Líquido para Ropa de Color,Bonaropa,1 000 ml,2 800 $,D1
11544,Detergente Líquido,Bonaropa,1 000 ml,4 990 $,D1
11545,Detergente Líquido para Prendas Delicadas con Suavizante,Bonaropa,1 000 ml,4 990 $,D1
11546,Jabón Azul Líquido,Brilla King,1 000 ml,4 490 $,D1
11547,Detergente Líquido,Bonaropa,1 000 ml,3 800 $,D1
11548,Detergente Líquido,Bonaropa,3 000 ml,12 990 $,D1
11549,Detergente Líquido para Prendas Delicadas,Bonaropa,1 000 ml,4 990 $,D1
11550,Detergente Líquido para Ropa Oscura,Bonaropa,1 000 ml,6 450 $,D1
11551,Chocolate Esparcible,Nuzart, 350 g,7 990 $,D1
11552,Chocolate Esparcible Común y Blanco,Nuzart, 350 g,6 990 $,D1
11553,Vino Blanco Espumoso Brut,Quinta Las Cabras, 750 ml,19 990 $,D1
11554,Vino Rosado Espumoso,Quinta Las Cabras, 750 ml,19 990 $,D1
11555,Vino Blanco Chardonnay Gran Reserva,Quinta Las Cabras, 750 ml,15 990 $,D1
11556,Vino Rosado,Quinta Las Cabras, 750 ml,13 990 $,D1
11557,Vino Tinto Cabernet Sauvignon Reserva,Quinta Las Cabras, 750 ml,18 990 $,D1
11558,Vino Tinto Cabernet Sauvignon,Quinta Las Cabras, 750 ml,13 990 $,D1
11559,Vino Tinto Carmenere Reserva,Quinta Las Cabras, 750 ml,18 990 $,D1
11560,Vino Tinto Malbec,Compadre, 750 ml,19 990 $,D1
11561,Vino Tinto Malbec,Aires Andinos, 750 ml,13 990 $,D1
11562,Vino Blanco Chardonnay Reserva,Quinta Las Cabras, 750 ml,16 990 $,D1
11563,Vino Tinto,Protocolo, 750 ml,19 990 $,D1
11564,Vino Tinto Carmenere,Quinta Las Cabras, 750 ml,16 990 $,D1
11565,Vino Blanco Sauvignon,Quinta Las Cabras, 750 ml,16 990 $,D1
11566,Jamón de Cerdo Bajo en Grasa,Viandé, 300 g,6 990 $,D1
11567,Jamón de Cerdo,Viandé, 400 g,6 690 $,D1
11568,Jamón de Cerdo,Viandé, 250 g,8 190 $,D1
11569,Jamón de Pollo Bajo en Grasa,Viandé, 230 g,6 150 $,D1
11570,Jamón Serrano,Lourisierra, 100 g,11 950 $,D1
11571,Jamón de Pollo,Brakel, 250 g,5 690 $,D1
11572,Jamón Serrano,Lourisierra, 80 g,6 490 $,D1
11573,Jamón de Pavo,White Holland, 250 g,9 190 $,D1
11574,Nachos,Crachos, 200 g,2 890 $,D1
11575,Nachos con Sabor a Queso,Doritos, 185 g,3 290 $,D1
11576,Lentejas,El Estío, 500 g,3 890 $,D1
11577,Harina de Maíz Blanca,Quicksy,1 000 g,3 490 $,D1
11578,Harina de Maíz Blanca,Pan,1 000 g,3 390 $,D1
11579,Harina de Maíz Amarilla,La Soberana,1 000 g,2 490 $,D1
11580,Harina de Maíz Amarilla,Pan,1 000 g,3 390 $,D1
11581,Harina de Maíz Blanca,La Soberana,1 000 g,2 490 $,D1
11582,Harina de Maíz Amarilla,Quicksy,1 000 g,3 490 $,D1
11583,Leche en Polvo Deslactosada,Colanta, 400 g,8 650 $,D1
11584,Leche en Polvo Descremada,Colanta, 400 g,7 750 $,D1
11585,Leche en Polvo Entera,Latti,1 000 g,20 990 $,D1
11586,Leche en Polvo Deslactosada,Latti, 400 g,7 950 $,D1
11587,Leche en Polvo Entera,Colanta,1 000 g,14 000 $,D1
11588,Leche en Polvo Descremada,Latti, 400 g,10 690 $,D1
11589,Quesito Entero,Latti, 200 g,2 190 $,D1
11590,Cuajada Entero,Latti, 400 g,4 590 $,D1
11591,Quesillo en Lonchas,Latti, 400 g,9 690 $,D1
11592,Queso Campesino Entero,Latti, 250 g,3 490 $,D1
11593,Cuajada Entero,La Antioqueña, 400 g,4 150 $,D1
11594,Queso Parmesano Rallado,Latti, 100 g,6 990 $,D1
11595,Queso en Deditos Entero,Latteria, 180 g,4 790 $,D1
11596,Imitación de Queso en Lonchas Dietético,Lonchitas, 272 g,4 690 $,D1
11597,Quesito Entero,Latti, 400 g,5 500 $,D1
11598,Quesito Entero,Alpina, 185 g,3 490 $,D1
11599,Queso Mozarela Entero,Latti, 400 g,5 500 $,D1
11600,Queso Mozarela en Lonchas,Latti, 400 g,5 550 $,D1
11601,Queso Holandés en Lonchas,Centurion, 150 g,6 990 $,D1
11602,Queso Paipa Entero,Campo Real, 250 g,10 690 $,D1
11603,Queso Parmesano Rallado,Alpina, 100 g,7 790 $,D1
11604,Queso Pera Entero,Latteria, 114 g,2 990 $,D1
11605,Queso Sabanero en Lonchas,Latti, 250 g,5 990 $,D1
11606,Imitación de Queso en Lonchas,Lonchitas, 272 g,6 000 $,D1
11607,Quesillo Entero,Latti, 400 g,5 390 $,D1
11608,Almendras,Nuthos, 150 g,6 990 $,D1
11609,Leche Condensada,Latti, 300 g,3 490 $,D1
11610,Leche Condensada,Latti, 400 g,3 950 $,D1
11611,Helado de Frutos Rojos,Külfi, 650 g,9 990 $,D1
11612,Helado de Mandarina,Külfi, 650 g,9 990 $,D1
11613,Helado de Vainilla,Külfi, 650 g,9 990 $,D1
11614,Helado de Vainilla,Külfi, 650 g,9 990 $,D1
11615,Jabón en Barra,Natural Feeling, 500 g,3 350 $,D1
11616,Jabón en Barra Antibacterial,Natural Feeling, 375 g,3 890 $,D1
11617,Jabón en Barra para Bebé,Little Angels, 375 g,5 750 $,D1
11618,Jabón en Barra de Avena,Natural Feeling, 375 g,3 890 $,D1
11619,Champú Anticaspa Hidratante,Natural Feeling, 400 ml,6 150 $,D1
11620,Champú para Bebés,Little Angels, 500 ml,5 150 $,D1
11621,Champú 2 en 1,Kolors, 400 ml,5 990 $,D1
11622,Champú Anticaspa,Xen, 400 ml,5 990 $,D1
11623,Champú Anticaspa Revitalizante,Head & Shoulders, 375 ml,14 800 $,D1
11624,Champú Hidratante,Natural Feeling, 400 ml,5 450 $,D1
11625,Champú Reparador,Elvive, 370 ml,10 990 $,D1
11626,Champú para Bebés,Little Angels, 360 ml,4 990 $,D1
11627,Café Tostado y Molido Fuerte,Viejo Molino, 500 g,6 350 $,D1
11628,Café Tostado y Molido Suave,Viejo Molino, 500 g,5 950 $,D1
11629,Café Tostado y Molido Medio,Viejo Molino, 500 g,5 950 $,D1
11630,Café Tostado y Molido Medio,Viejo Molino, 125 g,3 990 $,D1
11631,Cerveza Rubia,Brunonia, 330 ml,1 785 $,D1
11632,Cerveza Rubia,Weidmann, 330 ml,1 200 $,D1
11633,Cerveza Suave,Weidmann, 330 ml,1 790 $,D1
11634,Cerveza Rubia,Astra, 330 ml,1 790 $,D1
11635,Cerveza Suave,Bahía, 330 ml,1 490 $,D1
11636,Blanqueador,Brilla King,2 000 ml,2 800 $,D1
11637,Blanqueador y Limpiador en Gel,Brilla King,1 000 ml,4 990 $,D1
11638,Café Instantáneo Granulado,Viejo Molino, 85 g,8 190 $,D1
11639,Café Instantáneo en Polvo,Viejo Molino, 85 g,7 350 $,D1
11640,Café Instantáneo en Polvo Descafeinado,Viejo Molino, 85 g,9 150 $,D1
11641,Café Instantáneo Granulado,Nescafé, 85 g,11 290 $,D1
11642,Agua,Omi,1 800 ml,3 100 $,D1
11643,Agua,Omi,1 000 ml, 990 $,D1
11644,Panela en Pastilla,Tradición, 916 g,3 400 $,D1
11645,Panela Redonda,Alpa, 830 g,2 900 $,D1
11646,Panela Redonda,de D1, 912 g,2 900 $,D1
11647,Panela Instantánea,El Trapiche, 500 g,2 650 $,D1
11648,Panela Instantánea,El Refugio, 500 g,2 450 $,D1
11649,Panela en Pastilla,de D1,1 000 g,4 000 $,D1
11650,Camarones,Pesqueros, 400 g,17 500 $,D1
11651,Camarones,Captain Bay, 500 g,17 500 $,D1
11652,Crema Dental Tricolor,Colgate, 100 ml,3 900 $,D1
11653,Crema Dental en Gel,Bucarine, 150 ml,4 290 $,D1
11654,Crema Dental para Niños sin Fluor,Bucarine, 75 ml,4 050 $,D1
11655,Salsa de Queso Cheddar,Crachos, 200 g,3 190 $,D1
11656,Tomate,de D1, 500 g,2 150 $,D1
11657,Servilletas Cuadradas,Rendy, 200 unidades,3 300 $,D1
11658,Servilletas de Cafetería,Rendy, 200 unidades,1 190 $,D1
11659,Servilletas Cuadradas de Lujo,Rendy, 50 unidades,2 490 $,D1
11660,Mayonesa Dietética,Zev, 500 g,2 990 $,D1
11661,Galletas Saladas,Noel, 266 g,2 990 $,D1
11662,Galletas Saladas,Saltísimas, 300 g,2 190 $,D1
11663,Galletas Saladas,Club Social, 234 g,3 650 $,D1
11664,Galletas Saladas,Saltín Noel, 266 g,2 990 $,D1
11665,Galletas Saladas,Saltísimas, 454 g,3 290 $,D1
11666,Galletas Saladas,Saltín Noel, 384 g,3 750 $,D1
11667,Galletas Dulces con Chips de Chocolate,Happy Chips, 270 g,3 990 $,D1
11668,Galletas Dulces,Colombina, 216 g,2 350 $,D1
11669,Avena en Hojuelas,Fit Graan, 250 g,1 090 $,D1
11670,Avena Instantánea con Sabor a Fresa,Fiocco, 250 g,1 490 $,D1
11671,Galletas Dulces,Muuu, 216 g,2 690 $,D1
11672,Cereal en Aros,Fiocco, 230 g,3 550 $,D1
11673,Granola con Sabor a Coco,Fiocco, 200 g,1 600 $,D1
11674,Hojuelas Azúcaradas,Fiocco, 300 g,4 190 $,D1
11675,Cereal,Perfect Foods, 300 g,4 650 $,D1
11676,Cereal de Arroz,Fit Graan, 300 g,6 950 $,D1
11677,Arroz Achocolatado,Fiocco, 320 g,5 550 $,D1
11678,Cereal de Avena,Fit Graan, 300 g,6 990 $,D1
11679,Cereal de Maíz,Fit Graan, 300 g,4 290 $,D1
11680,Cereal Semi Integral,Fitness, 260 g,7 990 $,D1
11681,Arroz Achocolatado,Choco Krispis, 200 g,4 490 $,D1
11682,Granola con Frutas,Fit Graan, 350 g,3 490 $,D1
11683,Hojuelas Azúcaradas,Zucaritas, 200 g,4 490 $,D1
11684,Granola con Pasas y Coco,Fit Graan, 350 g,4 450 $,D1
11685,Cereales para Bebé,Nestum, 200 g,8 290 $,D1
11686,Salchichas para Perro Caliente,Big Bob, 430 g,8 150 $,D1
11687,Arepas Rellenas con Queso,Masmaï, 720 g,1 450 $,D1
11688,Arepas Blancas,Masmaï, 400 g, 850 $,D1
11689,Arepas Rellenas con Queso,Masmaï, 400 g,3 670 $,D1
11690,Arepas con Queso,Masmaï, 400 g,2 100 $,D1
11691,Arepas Blancas Extradelgadas,Masmaï, 500 g, 950 $,D1
11692,Arepas Amarillas,Masmaï, 400 g, 990 $,D1
11693,Carne de Res para Asar o Freir,Red Cut, 0.5 kg,12 450 $,D1
11694,Carne Molida de Res y Cerdo,Red Cut, 0.5 kg,10 390 $,D1
11695,Yogur,de D1, 560 g,4 850 $,D1
11696,Yogur,Latti, 450 g,2 660 $,D1
11697,Yogur Entero,Yoguito Frost, 780 g,3 200 $,D1
11698,Yogur,Actigest, 560 g,4 890 $,D1
11699,Yogur Entero con Sabor a Mora,Normandy, 180 g,1 300 $,D1
11700,Yogur Entero con Sabor a Coco,Pomar, 150 g,1 100 $,D1
11701,Yogur Entero con Sabor a Frutos Rojos,Latti,1 000 g,5 790 $,D1
11702,Yogur Entero con Sabor a Frutos Rojos,Latti, 150 g, 800 $,D1
11703,Yogur Entero con Sabor a Melocotón,Latti,1 000 g,5 790 $,D1
11704,Yogur Entero con Sabor a Melocotón,Latti, 150 g, 800 $,D1
11705,Yogur Entero,Pomar,2 000 g,11 990 $,D1
11706,Mantequilla de Maní,Mash, 227 g,4 290 $,D1
11707,Vasos Desechables,Tidy House, 25 unidades,1 300 $,D1
11708,Pan Integral Tajado con Pasas,Horneaditos, 340 g,2 450 $,D1
11709,Pan Artesanal Tajado,Horneaditos, 500 g,3 490 $,D1
11710,Pan Integral Tajado,Horneaditos, 350 g,1 690 $,D1
11711,Pan Integral Tajado con Nueces y Pasas,Horneaditos, 300 g,2 400 $,D1
11712,Maíz Dulce en Lata,Cooltivo, 340 g,3 290 $,D1
11713,Aguardiente,Aguardiente Antioqueño,1 050 ml,35 800 $,D1
11714,Aguardiente sin Azúcar,Aguardiente Antioqueño,1 050 ml,38 200 $,D1
11715,Papas Fritas de Limón,Oro Verde, 115 g,2 300 $,D1
11716,Papas Fritas BBQ,Kythos, 115 g,1 890 $,D1
11717,Papas Fritas de Limón,Kythos, 115 g,1 890 $,D1
11718,Papas Fritas Naturales,Kythos, 115 g,1 890 $,D1
11719,Papas Fritas de Pollo,Kythos, 115 g,1 890 $,D1
11720,Papas Fritas de Limón,Kythos, 150 g,3 450 $,D1
