,nombre,marca,presentacion,precio,lugar
386,Lentejas,Éxito, 500 g,2 080 $,Éxito
387,Lentejas,Éxito,1 000 g,4 030 $,Éxito
388,Harina de Maíz Amarilla,Doñarepa,1 000 g,3 310 $,Éxito
389,Harina de Maíz Amarilla,Promasa,1 000 g,3 300 $,Éxito
390,Harina de Maíz Blanca,Doñarepa, 500 g,1 860 $,Éxito
391,Harina de Maíz Blanca,Doñarepa,1 000 g,3 250 $,Éxito
392,Harina de Maíz Blanca,Ekono, 500 g,1 580 $,Éxito
393,Harina de Maíz Amarilla,Pan, 500 g,1 700 $,Éxito
394,Harina de Maíz Integral,Pan, 500 g,1 840 $,Éxito
395,Harina de Maíz Amarilla,Pan,1 000 g,3 400 $,Éxito
396,Harina de Maíz Blanca,Pan,1 000 g,3 190 $,Éxito
397,Harina de Maíz Amarilla,Doñarepa,1 000 g,3 250 $,Éxito
398,Harina de Maíz Amarilla,Doñarepa, 500 g,2 050 $,Éxito
399,Harina de Maíz Blanca,Pan, 500 g,1 700 $,Éxito
400,Panela Instantánea,Doña Panela, 300 g,5 200 $,Éxito
401,Panela en Pastilla,Panela La Meseta,1 000 g,5 020 $,Éxito
402,Panela Redonda,del Éxito, 460 g,2 090 $,Éxito
403,Panela Redonda,Orita,1 000 g,8 720 $,Éxito
404,Panela Redonda,Panela La Meseta,1 000 g,4 780 $,Éxito
405,Panela Redonda,Panela La Meseta,1 000 g,3 190 $,Éxito
406,Panela Instantánea,Doña Panela, 300 g,4 990 $,Éxito
407,Salsa de Queso Cheddar,La Constancia, 100 g,3 510 $,Éxito
408,Salsa de Queso Cheddar,Taconacho, 200 g,8 050 $,Éxito
409,Mayonesa Dietética,Éxito, 200 g,3 470 $,Éxito
410,Mayonesa Dietética,Éxito, 400 g,7 130 $,Éxito
411,Mayonesa Dietética,La Constancia,1 000 g,11 078 $,Éxito
412,Mayonesa Dietética,La Constancia, 200 g,3 255 $,Éxito
413,Mayonesa Dietética,La Constancia, 380 g,6 308 $,Éxito
414,Mayonesa,La Constancia, 180 g,3 660 $,Éxito
415,Mayonesa,La Constancia, 200 g,3 323 $,Éxito
416,Mayonesa,La Constancia, 380 g,5 730 $,Éxito
417,Mayonesa,San Jorge, 200 g,3 870 $,Éxito
418,Mayonesa,Fruco, 200 g,5 270 $,Éxito
419,Mayonesa,Fruco, 600 g,9 450 $,Éxito
420,Mayonesa Dietética,Ekono, 400 g,4 810 $,Éxito
421,Mayonesa Dietética,Taeq, 200 g,5 140 $,Éxito
422,Mayonesa Dietética,La Constancia, 200 g,4 590 $,Éxito
423,Mayonesa Dietética,La Constancia, 380 g,8 010 $,Éxito
424,Mayonesa Dietética,Fruco, 200 g,7 220 $,Éxito
425,Mayonesa,Fruco, 400 g,8 450 $,Éxito
426,Mayonesa,Fruco, 600 g,10 750 $,Éxito
427,Mayonesa,San Jorge,1 000 g,11 250 $,Éxito
428,Mayonesa,San Jorge,1 000 g,10 450 $,Éxito
429,Mayonesa,Fruco,1 000 g,11 990 $,Éxito
430,Mayonesa,La Constancia,1 000 g,10 335 $,Éxito
431,Mayonesa,Fruco, 200 g,5 840 $,Éxito
432,Mayonesa,Fruco, 400 g,10 020 $,Éxito
433,Avena en Hojuelas,Miller's,1 000 g,8 990 $,Éxito
434,Avena en Hojuelas,Don Pancho, 250 g,2 650 $,Éxito
435,Avena en Hojuelas,Éxito,1 000 g,8 090 $,Éxito
436,Avena en Hojuelas,Éxito, 250 g,3 440 $,Éxito
437,Avena en Hojuelas,Quaker, 300 g,5 650 $,Éxito
438,Avena en Hojuelas,Naturavena, 500 g,4 360 $,Éxito
439,Avena en Hojuelas,Quaker, 350 g,4 900 $,Éxito
440,Avena en Hojuelas,Quaker, 800 g,8 860 $,Éxito
441,Avena en Hojuelas,Quaker, 300 g,5 650 $,Éxito
442,Avena en Hojuelas,Toning,1 000 g,7 440 $,Éxito
443,Avena en Hojuelas,Miller's, 350 g,4 240 $,Éxito
444,Avena en Hojuelas,Quaker, 300 g,5 650 $,Éxito
445,Avena en Hojuelas,Don Pancho,1 000 g,7 810 $,Éxito
446,Avena en Hojuelas,Don Pancho, 500 g,4 620 $,Éxito
447,Avena en Hojuelas,Éxito, 350 g,4 240 $,Éxito
448,Avena en Hojuelas,Quaker, 180 g,3 600 $,Éxito
449,Avena en Hojuelas,Ekono, 250 g,1 300 $,Éxito
450,Cereal Semi Integral con Frutas,All-Bran, 560 g,20 050 $,Éxito
451,Cereal Semi Integral con Avena,All-Bran, 360 g,10 330 $,Éxito
452,Cereal Semi Integral con Frutas,All-Bran, 360 g,14 400 $,Éxito
453,Cereal Semi Integral con Pasas,All-Bran, 360 g,13 200 $,Éxito
454,Cereal Semi Integral con Linaza,All-Bran, 340 g,12 900 $,Éxito
455,Arroz Achocolatado,Ekono, 250 g,3 070 $,Éxito
456,Cereal de Arroz,Casino, 300 g,11 990 $,Éxito
457,Hojuelas Achocolatadas,Chocapic, 250 g,6 533 $,Éxito
458,Hojuelas Achocolatadas,Chocapic, 400 g,13 550 $,Éxito
459,Arroz Achocolatado,Choco Krispis, 550 g,13 120 $,Éxito
460,Arroz Achocolatado,Choco Krispis, 700 g,19 600 $,Éxito
461,Arroz Achocolatado,Choco Krispis, 215 g,5 930 $,Éxito
462,Arroz Achocolatado,Choco Krispis, 370 g,12 000 $,Éxito
463,Arroz Achocolatado,Choco Krispis, 310 g,7 896 $,Éxito
464,Hojuelas de Maíz,Corn Flakes, 200 g,6 310 $,Éxito
465,Hojuelas de Maíz,Corn Flakes, 350 g,10 250 $,Éxito
466,Hojuelas de Maíz,Corn Flakes, 500 g,11 610 $,Éxito
467,Hojuelas de Maíz,Corn Flakes, 405 g,10 820 $,Éxito
468,Cereal Relleno,Flips, 220 g,10 900 $,Éxito
469,Cereal de Avena,Taeq, 300 g,9 880 $,Éxito
470,Cereal Semi Integral,Fitness, 260 g,10 380 $,Éxito
471,Cereal Semi Integral con Frutas,Fitness, 320 g,8 325 $,Éxito
472,Cereal Semi Integral con Frutas,Fitness, 690 g,20 700 $,Éxito
473,Cereal Semi Integral con Almendras,Fitness, 300 g,7 583 $,Éxito
474,Cereal Semi Integral,Fitness, 420 g,10 898 $,Éxito
475,Cereal Semi Integral,Fitness, 330 g,10 990 $,Éxito
476,Cereal Relleno,Flips, 220 g,8 900 $,Éxito
477,Cereal Relleno,Flips, 168 g,8 670 $,Éxito
478,Cereal Relleno,Flips, 168 g,8 570 $,Éxito
479,Cereal en Aros,Kellogg's, 230 g,7 550 $,Éxito
480,Cereal en Aros,Froot Loops, 370 g,13 000 $,Éxito
481,Cereal Semi Integral con Frutas,Casino, 500 g,12 900 $,Éxito
482,Cereal Semi Integral,Fitness, 630 g,18 150 $,Éxito
483,Cereal en Aros,Cheerios, 480 g,17 250 $,Éxito
484,Arroz Achocolatado,Choco Krispis, 230 g,5 952 $,Éxito
485,Cereal en Figuras,Kellogg's, 270 g,5 400 $,Éxito
486,Cereal en Figuras,Kellogg's, 230 g,9 500 $,Éxito
487,Cereal en Figuras,Kellogg's, 250 g,5 400 $,Éxito
488,Cereal en Figuras,Nestlé, 326 g,10 860 $,Éxito
489,Hojuelas Achocolatadas,Milo, 250 g,6 780 $,Éxito
490,Hojuelas Achocolatadas,Milo, 500 g,15 300 $,Éxito
491,Muesli,Müsli, 480 g,19 300 $,Éxito
492,Muesli,Müsli, 300 g,13 100 $,Éxito
493,Muesli,Müsli, 300 g,13 100 $,Éxito
494,Muesli,Müsli, 300 g,13 100 $,Éxito
495,Cereal de Avena,Quaker, 411 g,15 350 $,Éxito
496,Hojuelas Azúcaradas,Zucaritas, 230 g,5 952 $,Éxito
497,Cereal Semi Integral con Frutas,Special K, 300 g,12 470 $,Éxito
498,Cereal Semi Integral con Almendras,Special K, 370 g,14 300 $,Éxito
499,Cereal Semi Integral,Special K, 230 g,8 990 $,Éxito
500,Cereal Semi Integral,Special K, 400 g,12 350 $,Éxito
501,Cereal Semi Integral,Special K, 330 g,11 680 $,Éxito
502,Cereal,Kellogg's, 164 g,8 240 $,Éxito
503,Cereal en Figuras,Trix, 230 g,6 218 $,Éxito
504,Cereal en Figuras,Trix, 480 g,16 600 $,Éxito
505,Hojuelas Azúcaradas,Zucaritas, 300 g,6 648 $,Éxito
506,Hojuelas Azúcaradas,Zucaritas, 730 g,19 600 $,Éxito
507,Hojuelas Azúcaradas,Zucaritas, 480 g,10 388 $,Éxito
508,Cereal de Avena,Choco Krispis, 240 g,10 460 $,Éxito
509,Hojuelas de Maíz,Éxito, 200 g,4 460 $,Éxito
510,Hojuelas de Maíz,Éxito, 350 g,7 480 $,Éxito
511,Hojuelas de Maíz,Kellogg's, 260 g,9 500 $,Éxito
512,Granola,Fitness, 300 g,10 210 $,Éxito
513,Granola,Fitness, 300 g,8 325 $,Éxito
514,Granola,Toning, 500 g,7 130 $,Éxito
515,Granola,Kellogg's, 310 g,10 310 $,Éxito
516,Granola,Kellogg's, 300 g,8 016 $,Éxito
517,Granola,Kellogg's, 300 g,8 016 $,Éxito
518,Granola con Sabor a Coco,Éxito, 250 g,4 020 $,Éxito
519,Granola con Sabor a Coco,Éxito, 500 g,6 010 $,Éxito
520,Granola con Chips de Chocolate,Tosh, 500 g,13 750 $,Éxito
521,Granola con Sabor a Coco,Éxito, 800 g,8 290 $,Éxito
522,Granola Dietética,Vitarrico, 400 g,8 190 $,Éxito
523,Granola,Ekono, 400 g,4 650 $,Éxito
524,Granola,Vitarrico, 400 g,4 590 $,Éxito
525,Granola con Frutas,Tosh, 500 g,13 750 $,Éxito
526,Granola Dietética,Vitarrico, 900 g,15 800 $,Éxito
527,Granola,Kellogg's, 270 g,8 224 $,Éxito
528,Granola,Taeq, 200 g,4 340 $,Éxito
529,Granola con Sabor a Vainilla,Éxito, 250 g,4 020 $,Éxito
530,Granola con Sabor a Vainilla,Éxito, 500 g,6 010 $,Éxito
531,Hojuelas Azúcaradas,Ekono, 250 g,3 230 $,Éxito
532,Hojuelas de Maíz,Ekono, 200 g,2 670 $,Éxito
533,Cereal,Kellogg's, 390 g,13 650 $,Éxito
534,Granola con Frutas,Taeq, 340 g,10 811 $,Éxito
535,Granola con Frutas,Taeq, 340 g,11 360 $,Éxito
536,Muesli,Casino, 500 g,15 000 $,Éxito
537,Granola con Sabor a Vainilla,Éxito, 800 g,8 340 $,Éxito
538,Hojuelas Azúcaradas,Zucaritas, 360 g,6 500 $,Éxito
539,Cereal Semi Integral,All-Bran, 400 g,13 150 $,Éxito
540,Mantequilla de Maní,Peter Pan, 462 g,18 900 $,Éxito
541,Mantequilla de Maní,Manitoba, 300 g,10 720 $,Éxito
542,Mantequilla de Maní,Peter Pan, 462 g,18 600 $,Éxito
543,Maíz Dulce en Lata,Le Select, 432 g,4 990 $,Éxito
544,Maíz Dulce en Lata,Le Select, 822 g,9 900 $,Éxito
545,Maíz Dulce en Lata,Éxito, 425 g,4 370 $,Éxito
546,Maíz Dulce en Lata,San Jorge, 300 g,5 440 $,Éxito
547,Maíz Dulce en Lata,San Jorge, 600 g,9 100 $,Éxito
548,Maíz Dulce en Lata,Le Select, 248 g,3 190 $,Éxito
549,Maíz Dulce en Lata,Zenú, 248 g,3 200 $,Éxito
550,Maíz Dulce en Lata,Zenú, 432 g,5 100 $,Éxito
551,Fríjoles Blancos Blanquillos,Éxito,1 000 g,4 890 $,Éxito
552,Fríjoles Rojos Bola Roja,Éxito,1 000 g,7 490 $,Éxito
553,Fríjoles Blancos Cabeza Negra,Éxito, 500 g,2 490 $,Éxito
554,Fríjoles Rojos Caraotas,Éxito,1 000 g,5 490 $,Éxito
555,Fríjoles Rojos Caraotas,Éxito, 500 g,2 790 $,Éxito
556,Fríjoles Cargamanto Blancos,Éxito, 500 g,4 544 $,Éxito
557,Fríjoles Cargamanto Blancos,Aburra,1 000 g,9 950 $,Éxito
558,Fríjoles Cargamanto Blancos,Éxito,1 000 g,9 900 $,Éxito
559,Fríjoles Cargamanto Blancos,Ekono, 500 g,3 500 $,Éxito
560,Fríjoles Cargamanto Rosados,Éxito, 500 g,3 490 $,Éxito
561,Fríjoles Cargamanto Rosados,Éxito,1 000 g,6 890 $,Éxito
562,Fríjoles Rojos Nima,Éxito,1 000 g,4 990 $,Éxito
563,Fríjoles Rojos Nima,Éxito, 500 g,2 490 $,Éxito
564,Fríjoles Rojos Sabaneros,Éxito,1 000 g,5 590 $,Éxito
565,Fríjoles Rojos Sabaneros,Éxito, 500 g,2 820 $,Éxito
566,Fríjoles Verdes,del Éxito, 700 g,6 593 $,Éxito
567,Fríjoles Rojos Caraotas,Carulla, 500 g,2 600 $,Éxito
568,Miel de Abejas,Rica-Miel, 325 g,10 590 $,Éxito
569,Miel de Abejas,Casino, 250 g,16 500 $,Éxito
570,Miel de Abejas,Del Nectar, 325 g,12 900 $,Éxito
571,Miel de Abejas,Del Nectar, 500 g,20 300 $,Éxito
572,Miel de Abejas,del Éxito, 500 g,17 800 $,Éxito
573,Miel de Abejas,Éxito, 325 g,10 860 $,Éxito
574,Aceite Concentrado de Coco,Titote, 125 g,14 500 $,Éxito
575,Aceite Concentrado de Coco,Titote, 230 g,24 900 $,Éxito
576,Crema Chantillí,Bati Crema, 50 g,2 550 $,Éxito
577,Crema Chantillí,Royal, 100 g,4 190 $,Éxito
578,Crema Chantillí,Alquería, 250 g,13 350 $,Éxito
579,Garbanzos,Éxito,1 000 g,5 280 $,Éxito
580,Garbanzos,Éxito, 500 g,2 400 $,Éxito
581,Gelatina en Polvo sin Sabor,Frutiño, 30 g,2 280 $,Éxito
582,Gelatina en Polvo sin Sabor,Éxito, 30 g,1 380 $,Éxito
583,Gelatina en Polvo sin Sabor,Gel'hada, 30 g,2 570 $,Éxito
584,Polvo para Hornear,Levapan, 80 g,5 430 $,Éxito
585,Polvo para Hornear,Royal, 100 g,7 500 $,Éxito
586,Guacamole,Taconacho, 200 g,6 690 $,Éxito
587,Gelatina en Polvo,Frutiño, 120 g,2 450 $,Éxito
588,Gelatina en Polvo,Frutiño, 120 g,3 340 $,Éxito
589,Gelatina en Polvo,Frutiño, 120 g,3 650 $,Éxito
590,Gelatina en Polvo con Sabor a Fresa,Gelagurt, 50 g,1 430 $,Éxito
591,Gelatina en Polvo,Gelagurt, 50 g,1 430 $,Éxito
592,Gelatina en Polvo con Sabor a Mora,Gelagurt, 50 g,1 430 $,Éxito
593,Gelatina en Polvo con Sabor a Cereza,Éxito, 50 g, 810 $,Éxito
594,Gelatina en Polvo con Sabor a Frambuesa,Frutiño, 40 g,1 360 $,Éxito
595,Gelatina en Polvo con Sabor a Frutos Rojos,Frutiño, 40 g,1 290 $,Éxito
596,Gelatina en Polvo con Sabor a Limón,Frutiño, 40 g,1 290 $,Éxito
597,Gelatina en Polvo Dietética con Sabor a Fresa,Konfyt, 10 g,2 270 $,Éxito
598,Gelatina en Polvo Dietética con Sabor a Naranja,Konfyt, 10 g,2 270 $,Éxito
599,Gelatina en Polvo Dietética con Sabor a Piña,Konfyt, 10 g,2 270 $,Éxito
600,Gelatina en Polvo Dietética con Sabor a Uva,Konfyt, 10 g,2 270 $,Éxito
601,Gelatina en Polvo Dietética con Sabor a Cereza,Diety, 13 g,2 270 $,Éxito
602,Gelatina en Polvo Dietética con Sabor a Fresa,Diety, 13 g,2 270 $,Éxito
603,Gelatina en Polvo Dietética con Sabor a Limón,Diety, 13 g,2 270 $,Éxito
604,Gelatina en Polvo Dietética con Sabor a Mora,Diety, 13 g,2 270 $,Éxito
605,Gelatina en Polvo Dietética con Sabor a Piña,Diety, 13 g,2 270 $,Éxito
606,Gelatina en Polvo Dietética con Sabor a Cereza,Diety, 11 g,2 890 $,Éxito
607,Gelatina en Polvo Dietética con Sabor a Fresa,Diety, 11 g,2 890 $,Éxito
608,Gelatina en Polvo Dietética con Sabor a Uva,Diety, 13 g,2 270 $,Éxito
609,Gelatina en Polvo con Sabor a Frambuesa,Éxito, 50 g, 802 $,Éxito
610,Gelatina en Polvo con Sabor a Fresa,Éxito, 50 g, 810 $,Éxito
611,Gelatina en Polvo Dietética con Sabor a Fresa,Gel'hada, 12 g,1 730 $,Éxito
612,Gelatina en Polvo Dietética con Sabor a Fresa,Frutiño, 11 g,1 660 $,Éxito
613,Gelatina en Polvo Dietética con Sabor a Limón,Gel'hada, 12 g,1 792 $,Éxito
614,Gelatina en Polvo Dietética con Sabor a Mora,Gel'hada, 12 g,1 730 $,Éxito
615,Gelatina en Polvo Dietética con Sabor a Naranja,Frutiño, 11 g,2 140 $,Éxito
616,Gelatina en Polvo con Sabor a Limón,Éxito, 50 g, 810 $,Éxito
617,Gelatina en Polvo con Sabor a Mandarina,Frutiño, 40 g,1 290 $,Éxito
618,Gelatina en Polvo con Sabor a Mandarina,Éxito, 50 g, 810 $,Éxito
619,Gelatina en Polvo con Sabor a Mora,Éxito, 50 g, 810 $,Éxito
620,Gelatina en Polvo con Sabor a Naranja,Éxito, 50 g, 810 $,Éxito
621,Gelatina en Polvo con Sabor a Piña,Éxito, 50 g, 810 $,Éxito
622,Gelatina en Polvo con Sabor a Cereza,Royal, 40 g,1 520 $,Éxito
623,Gelatina en Polvo con Sabor a Frambuesa,Royal, 40 g,1 520 $,Éxito
624,Gelatina en Polvo con Sabor a Fresa,Royal, 40 g,1 520 $,Éxito
625,Gelatina en Polvo,Royal, 120 g,3 970 $,Éxito
626,Gelatina en Polvo con Sabor a Limón,Royal, 40 g,1 520 $,Éxito
627,Gelatina en Polvo con Sabor a Uva,Royal, 40 g,1 520 $,Éxito
628,Gelatina en Polvo,Royal, 120 g,3 970 $,Éxito
629,Gelatina en Polvo con Sabor a Uva,Éxito, 50 g, 810 $,Éxito
630,Gelatina en Polvo,Éxito, 150 g,2 300 $,Éxito
631,Gelatina en Polvo Dietética,Konfyt, 40 g,6 820 $,Éxito
632,Gelatina en Polvo Dietética,Frutiño, 33 g,4 940 $,Éxito
633,Gelatina en Polvo,Frutiño, 160 g,4 450 $,Éxito
634,Gelatina en Polvo,Gel'hada, 210 g,3 570 $,Éxito
635,Gelatina en Polvo Dietética,Gel'hada, 36 g,5 060 $,Éxito
636,Pasta para Lasaña,Past Itálica, 250 g,3 930 $,Éxito
637,Pasta para Lasaña,Monticello, 400 g,11 850 $,Éxito
638,Pasta para Lasaña,Pastas La Muñeca, 200 g,4 850 $,Éxito
639,Pasta para Lasaña,Pastas La Muñeca, 400 g,7 250 $,Éxito
640,Pasta para Lasaña,Doria, 250 g,9 010 $,Éxito
641,Mermelada de Cereza,Smucker's, 340 g,14 900 $,Éxito
642,Mermelada de Frambuesa,Casino, 370 g,13 050 $,Éxito
643,Mermelada de Fresa,Casino, 370 g,9 990 $,Éxito
644,Mermelada de Fresa,Casino, 730 g,23 166 $,Éxito
645,Mermelada de Fresa,La Constancia, 200 g,3 400 $,Éxito
646,Mermelada Dietética de Fresa,Konfyt, 250 g,10 720 $,Éxito
647,Mermelada Dietética de Mora,Konfyt, 250 g,10 720 $,Éxito
648,Mermelada de Piña,San Jorge, 200 g,2 810 $,Éxito
649,Mermelada Dietética de Piña,Diety, 230 g,9 170 $,Éxito
650,Mermelada de Uva,Smucker's, 340 g,12 900 $,Éxito
651,Mermelada Dietética de Fresa,Diety, 230 g,9 180 $,Éxito
652,Mermelada Dietética de Mora,Diety, 230 g,9 220 $,Éxito
653,Mermelada de Fresa,La Constancia, 400 g,4 560 $,Éxito
654,Mermelada de Fresa,San Jorge, 400 g,5 830 $,Éxito
655,Mermelada de Fresa,Éxito, 310 g,6 270 $,Éxito
656,Mermelada Dietética de Frutos Rojos,Taeq, 230 g,4 920 $,Éxito
657,Mermelada Dietética de Fresa,Éxito, 200 g,3 510 $,Éxito
658,Mermelada Dietética de Mora,Éxito, 200 g,3 510 $,Éxito
659,Mermelada Dietética de Piña,Éxito, 200 g,3 510 $,Éxito
660,Mermelada de Melocotón,Casino, 370 g,9 980 $,Éxito
661,Mermelada de Mora,Fruco, 315 g,7 690 $,Éxito
662,Mermelada de Mora,La Constancia, 400 g,6 730 $,Éxito
663,Mermelada de Mora,San Jorge, 400 g,6 130 $,Éxito
664,Mermelada de Mora,La Constancia, 200 g,3 180 $,Éxito
665,Mermelada de Mora,Éxito, 310 g,6 270 $,Éxito
666,Mermelada Dietética de Mora,Taeq, 230 g,9 030 $,Éxito
667,Mermelada de Piña,La Constancia, 400 g,6 730 $,Éxito
668,Mermelada de Piña,La Constancia, 200 g,3 770 $,Éxito
669,Mermelada de Piña,Éxito, 310 g,6 270 $,Éxito
670,Mermelada Dietética de Piña,Taeq, 230 g,7 160 $,Éxito
671,Mermelada de Naranja,Canutos, 240 g,12 400 $,Éxito
672,Mermelada de Piña,San Jorge, 400 g,5 850 $,Éxito
673,Mermelada de Mora,San Jorge, 200 g,4 350 $,Éxito
674,Mostaza,Fruco, 200 g,4 650 $,Éxito
675,Mostaza Antigua,Casino, 350 g,7 820 $,Éxito
676,Mostaza,La Constancia, 400 g,7 450 $,Éxito
677,Mostaza Antigua,Maille, 210 g,12 100 $,Éxito
678,Mostaza,Casino, 370 g,4 500 $,Éxito
679,Mostaza,Maille, 215 g,12 100 $,Éxito
680,Mostaza,Colmans, 200 g,3 170 $,Éxito
681,Mostaza,Éxito, 200 g,2 690 $,Éxito
682,Mostaza,Ekono, 200 g,1 350 $,Éxito
683,Mostaza,Pomona, 220 g,9 240 $,Éxito
684,Mostaza,La Sabana, 200 g,11 610 $,Éxito
685,Mostaza,Base Cook, 250 g,7 040 $,Éxito
686,Mostaza,Éxito, 250 g,4 250 $,Éxito
687,Mostaza,Colmans, 200 g,5 000 $,Éxito
688,Mostaza,La Constancia, 200 g,3 910 $,Éxito
689,Esencia de Vainilla,Éxito, 165 ml,2 990 $,Éxito
690,Mezcla para Panqueques y Gofres,Corona, 320 g,3 910 $,Éxito
691,Mezcla para Panqueques y Gofres Dietética,haz de oros, 600 g,9 110 $,Éxito
692,Mezcla para Panqueques y Gofres Dietética,Diety, 250 g,8 534 $,Éxito
693,Mezcla para Panqueques y Gofres,Aunt Jemima, 600 g,7 890 $,Éxito
694,Mezcla para Panqueques y Gofres Dietética,Miller's, 400 g,5 440 $,Éxito
695,Mezcla para Panqueques y Gofres,Miller's,1 000 g,10 510 $,Éxito
696,Mezcla para Panqueques y Gofres,Miller's, 300 g,4 230 $,Éxito
697,Mezcla para Panqueques y Gofres,haz de oros, 600 g,7 950 $,Éxito
698,Huevos de Codorniz,Del Suroeste, 24 unidades,3 800 $,Éxito
699,Duraznos en Almíbar,Taeq, 800 g,4 450 $,Éxito
700,Duraznos en Almíbar,Le Select, 695 g,15 050 $,Éxito
701,Duraznos en Almíbar,Éxito, 820 g,5 180 $,Éxito
702,Duraznos en Almíbar,San Felipe, 820 g,4 990 $,Éxito
703,Duraznos en Almíbar,Éxito, 520 g,8 160 $,Éxito
704,Duraznos en Almíbar,La Coruña, 820 g,9 660 $,Éxito
705,Salsa BBQ,Aderezos, 450 g,8 690 $,Éxito
706,Salsa BBQ,San Jorge, 200 g,3 810 $,Éxito
707,Salsa BBQ,La Constancia, 200 g,3 790 $,Éxito
708,Salsa BBQ,Fruco, 257 g,6 150 $,Éxito
709,Salsa BBQ,La Constancia, 400 g,6 730 $,Éxito
710,Salsa BBQ,Hunts, 510 g,11 118 $,Éxito
711,Salsa BBQ,Hunts, 510 g,11 230 $,Éxito
712,Salsa BBQ,Éxito, 360 g,3 160 $,Éxito
713,Salsa BBQ,Éxito, 180 g,3 300 $,Éxito
714,Salsa BBQ,La Constancia, 200 g,3 830 $,Éxito
715,Salsa BBQ Dietética,Taeq, 240 g,5 590 $,Éxito
716,Salsa BBQ,Éxito, 250 g,5 130 $,Éxito
717,Salsa BBQ,Aderezos,1 100 g,12 400 $,Éxito
718,Salsa BBQ,San Jorge, 400 g,6 700 $,Éxito
719,Levadura,Levapan, 80 g,4 340 $,Éxito
720,Sardinas en Tomate,Peter Bay, 155 g,2 250 $,Éxito
721,Sardinas en Tomate,Vigilante, 120 g,8 350 $,Éxito
722,Sardinas en Aceite,Vigilante, 120 g,6 810 $,Éxito
723,Sardinas en Aceite,Vigilante, 120 g,8 320 $,Éxito
724,Sardinas en Aceite,Vigilante, 90 g,9 920 $,Éxito
725,Quinua,Lágrima del Sol, 80 g,8 090 $,Éxito
726,Quinua,Montenoa, 400 g,7 690 $,Éxito
727,Quinua,Karavansay, 700 g,17 600 $,Éxito
728,Vinagre Balsámico,Bucatti, 250 ml,15 300 $,Éxito
729,Vinagre Balsámico,Roland, 500 ml,27 650 $,Éxito
730,Vinagre Balsámico,Casino, 500 ml,19 750 $,Éxito
731,Vinagre Balsámico,Casa V. Ma. Josefa de Gallo, 384 ml,9 830 $,Éxito
732,Vinagre Balsámico,Casa V. Ma. Josefa de Gallo, 250 ml,5 470 $,Éxito
733,Vinagre Blanco,Colmans, 500 ml,2 550 $,Éxito
734,Vinagre de Arroz para Sushi,Mizkan, 355 ml,19 450 $,Éxito
735,Vinagre de Frutas,Éxito, 500 ml,2 270 $,Éxito
736,Vinagre de Arroz para Sushi,Chang & Chang, 480 ml,9 400 $,Éxito
737,Vinagre de Frutas,Fruco, 500 ml,4 550 $,Éxito
738,Vinagre de Vino,Casino, 500 ml,9 260 $,Éxito
739,Vinagre Balsámico,Casino, 250 ml,11 100 $,Éxito
740,Vinagre Blanco,Fruco, 500 ml,4 550 $,Éxito
741,Mezcla para Brownies,haz de oros, 454 g,7 300 $,Éxito
742,Mezcla para Brownies,Corona, 350 g,5 770 $,Éxito
743,Mezcla para Brownies,Betty Crocker, 290 g,7 990 $,Éxito
744,Salsa de Soya,Chang & Chang,1 000 g,13 200 $,Éxito
745,Salsa de Soya,Chang & Chang, 540 g,11 060 $,Éxito
746,Salsa de Soya,Chang & Chang, 180 g,4 910 $,Éxito
747,Salsa de Soya,Sakura,1 080 g,15 150 $,Éxito
748,Salsa de Soya,Lee Kum Kee, 540 g,11 830 $,Éxito
749,Salsa de Soya,Sakura, 540 g,8 280 $,Éxito
750,Salsa de Soya,Fruco, 166 g,4 720 $,Éxito
751,Salsa de Soya,Chang & Chang, 185 g,3 870 $,Éxito
752,Salsa de Soya,Sakurahana, 350 g,10 170 $,Éxito
753,Salsa de Soya Dietética,Kikkoman, 160 g,13 650 $,Éxito
754,Salsa de Soya,Aderezos,1 100 g,8 570 $,Éxito
755,Salsa de Soya Dietética,Taeq, 245 g,6 340 $,Éxito
756,Aceitunas Verdes Deshuesadas,Floresur, 180 g,2 000 $,Éxito
757,Aceitunas Verdes Rellenas con Atún,Maestranza, 300 g,7 990 $,Éxito
758,Aceitunas Verdes Rellenas con Pimentón,Maestranza, 300 g,7 910 $,Éxito
759,Aceitunas Verdes Rellenas con Anchoa,Carbonell, 200 g,4 500 $,Éxito
760,Aceitunas Verdes Rellenas con Anchoa,Maestranza, 350 g,6 400 $,Éxito
761,Aceitunas Verdes Rellenas con Salmón,Maestranza, 300 g,7 990 $,Éxito
762,Aceitunas Verdes Deshuesadas,Al Fresco, 250 g,5 110 $,Éxito
763,Aceitunas Verdes Deshuesadas,Maestranza, 220 g,6 990 $,Éxito
764,Aceitunas Verdes Deshuesadas,Éxito, 250 g,4 400 $,Éxito
765,Aceitunas Verdes Deshuesadas,Al Fresco, 250 g,5 170 $,Éxito
766,Aceitunas Verdes Enteras,Pomona, 300 g,6 750 $,Éxito
767,Aceitunas Verdes Enteras,Al Fresco, 250 g,4 390 $,Éxito
768,Aceitunas Verdes Enteras,Éxito, 250 g,5 280 $,Éxito
769,Aceitunas Verdes Rellenas con Pimentón,Maestranza, 198 g,7 990 $,Éxito
770,Aceitunas Negras Deshuesadas,Carbonell, 415 g,5 500 $,Éxito
771,Aceitunas Negras Enteras,Al Fresco, 250 g,5 940 $,Éxito
